subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,3/2/2018,12/4/2017,12/7/2017,Marist College,A,1079,rv,1.774633,0,50,37,49.84758,37.27792,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us171204_KoC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_December%202017.pdf#page=3,50655,79951,12/8/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/5/2017,12/9/2017,Ipsos,A-,1206,rv,.1095238,0,42.4,32.3,47.03394,36.28646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50662,79967,12/10/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/6/2017,12/10/2017,Ipsos,A-,1157,rv,.1047037,0,41.8,32.2,46.43393,36.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50661,79966,12/11/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/6/2017,12/11/2017,Quinnipiac University,A-,1211,rv,1.023397,0,49,37,46.49424,37.08029,"","",https://poll.qu.edu/images/polling/us/us12132017_upil22.pdf/,50658,79979,12/12/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/7/2017,12/11/2017,Ipsos,A-,1175,rv,.1058397,0,41,34.1,45.63393,38.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50660,79965,12/12/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/8/2017,12/12/2017,Ipsos,A-,1185,rv,.1062941,0,42.5,33.1,47.13393,37.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50697,80021,12/13/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/8/2017,12/11/2017,Morning Consult,"",1955,rv,.4215184,0,41,36,45.41854,36.69255,"","",https://www.politico.com/f/?id=00000160-4b8b-d2ac-a1f2-fbff7cee0001,50657,79981,12/12/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/10/2017,12/12/2017,YouGov,B,1328,rv,.5406506,0,44,36,49.41242,39.31927,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gptk5yjub1/econTabReport.pdf,50667,79980,12/13/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/10/2017,12/12/2017,Monmouth University,A+,702,rv,1.496971,0,51,36,50.40623,35.16661,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_121317/,50666,79976,12/13/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/9/2017,12/13/2017,Ipsos,A-,1513,rv,.1351791,0,42.4,32.5,47.03394,36.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50696,80020,12/14/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/10/2017,12/14/2017,Ipsos,A-,1889,rv,.1681831,0,42.3,33.3,46.93393,37.28646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50695,80019,12/15/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/11/2017,12/12/2017,Public Policy Polling,B+,862,rv,1.282379,0,51,40,49.70446,39.65759,"","",https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf,50689,80008,12/13/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/11/2017,12/15/2017,Ipsos,A-,2100,rv,.1864589,0,42.2,33.4,46.83393,37.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50714,80052,12/16/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/13/2017,12/15/2017,NBC News/Wall Street Journal,A-,736,rv,1.269194,0,50,39,49.12515,37.34679,"","",http://msnbcmedia.msn.com/i/MSNBC/Sections/17505%20NBCWSJ%20December%20Poll%20(12-17-17%20Release).pdf,50700,80028,12/16/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/12/2017,12/16/2017,Ipsos,A-,2188,rv,.1939187,0,43.2,31.8,47.83393,35.78646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50713,80051,12/17/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/13/2017,12/17/2017,Ipsos,A-,2204,rv,.1951867,0,43.3,32,47.93393,35.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50712,80050,12/18/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/13/2017,12/16/2017,OH Predictive Insights / MBQF,C+,1004,lv,1.088791,0,47.5,37.8,48.07519,37.64235,"","",http://createsend.com/t/i-00D7F4F3E193DB052540EF23F30FEDED,50719,80066,12/17/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/14/2017,12/18/2017,Ipsos,A-,2291,rv,.2029488,0,44.6,32.5,49.23393,36.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50711,80049,12/19/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/14/2017,12/17/2017,Public Opinion Strategies,B,800,rv,1.161038,0,49,37,49.02077,37.15175,"","",http://www.washingtonexaminer.com/republican-poll-shows-political-challenges-possible-benefits-of-passing-tax-bill/article/2643873,50705,80033,12/18/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/14/2017,12/18/2017,Morning Consult,"",1991,rv,.4737007,0,44,34,48.41854,34.69255,"","",https://morningconsult.com/wp-content/uploads/2017/12/171209_crosstabs_POLITICO_v1_AP-1.pdf,50710,80067,12/19/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/13/2017,12/18/2017,Quinnipiac University,A-,1230,rv,1.073385,0,52,37,49.49424,37.08029,"","",https://poll.qu.edu/images/polling/us/us12192017_ut17754.pdf/,50708,80038,12/19/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/14/2017,12/18/2017,McLaughlin & Associates,C-,1000,lv,.68637,0,45,44,46.94478,41.53972,"","",http://mclaughlinonline.com/2017/12/20/december-national-survey-results/,50718,80064,12/19/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/14/2017,12/17/2017,CNN/SSRS,"",898,rv,1.232971,0,56,38,53.1047,36.76215,"","",http://cdn.cnn.com/cnn/2017/images/12/20/rel12b.-.2018.pdf,50707,80059,12/18/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/15/2017,12/19/2017,Ipsos,A-,1937,rv,.1718289,0,46.1,31.7,50.73393,35.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50730,80079,12/20/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/17/2017,12/19/2017,YouGov,B,1280,rv,.5250535,0,44,35,49.41242,38.31927,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/d4v1jp5sni/econTabReport.pdf,50717,80065,12/20/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/16/2017,12/20/2017,Ipsos,A-,1793,rv,.1593799,0,46.8,32.3,51.43393,36.28646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50729,80078,12/21/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/17/2017,12/21/2017,Ipsos,A-,1727,rv,.1539029,0,46.8,32.7,51.43393,36.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50728,80077,12/22/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/18/2017,12/22/2017,Ipsos,A-,1753,rv,.1566793,0,47.2,32,51.83393,35.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50735,80101,12/23/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/19/2017,12/23/2017,Ipsos,A-,1339,rv,.1200796,0,46.5,31,51.13393,34.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50734,80100,12/24/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/20/2017,12/24/2017,Ipsos,A-,1240,rv,.111577,0,45.1,31.1,49.73393,35.08647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50733,80099,12/25/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/21/2017,12/25/2017,Ipsos,A-,1208,rv,.1090529,0,46,30.8,50.63393,34.78646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50732,80098,12/26/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/22/2017,12/26/2017,Ipsos,A-,1218,rv,.1102919,0,45.7,30.7,50.33393,34.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50746,80118,12/27/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/23/2017,12/27/2017,Ipsos,A-,1212,rv,.1100619,0,45.1,30.3,49.73393,34.28646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50745,80117,12/28/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/24/2017,12/26/2017,YouGov,B,1236,rv,.5127833,0,44,36,49.41242,39.31927,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/h41dwa7h84/econTabReport.pdf,50738,80110,12/27/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/24/2017,12/28/2017,Ipsos,A-,1252,rv,.1139751,0,44.8,31.4,49.43393,35.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50744,80116,12/29/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/25/2017,12/29/2017,Ipsos,A-,1517,rv,.1384304,0,45.3,33,49.93393,36.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50750,80131,12/30/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/26/2017,12/30/2017,Ipsos,A-,1558,rv,.1425594,.0004804,44.7,32.9,49.33393,36.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50749,80130,12/31/2017,18:00:11  2 Mar 2018
All polls,3/2/2018,12/27/2017,12/31/2017,Ipsos,A-,1506,rv,.2764101,.0018558,43.3,34.6,47.93393,38.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50760,80152,1/1/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,12/29/2017,1/2/2018,Ipsos,A-,508,rv,.0469815,.0006256,41,33.9,45.63393,37.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50759,80151,1/3/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,12/15/2017,1/15/2018,USC Dornsife/LA Times,"",3569,a,1.576935,.0344685,51,40,49.8524,39.23958,"","",https://drive.google.com/file/d/1jwjRYzdaV4dNIjclxCA45RZlKcbZ0UF_/view,50818,80302,1/16/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,12/30/2017,1/3/2018,Ipsos,A-,786,rv,.0727687,.0012092,39.6,35.2,44.23393,39.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50758,80150,1/4/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,12/31/2017,1/2/2018,YouGov,B,1273,rv,.527526,.0088901,42,36,47.41242,39.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fzbo62v6dm/econTabReport.pdf,50752,80143,1/3/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,12/31/2017,1/4/2018,Ipsos,A-,1055,rv,.0976279,.0019466,41.1,34.4,45.73393,38.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50757,80149,1/5/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/1/2018,1/5/2018,Ipsos,A-,1355,rv,.1251996,.0029156,41.2,34.6,45.83393,38.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50779,80199,1/6/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/2/2018,1/6/2018,Ipsos,A-,1383,rv,.1275347,.0034001,42.2,34.9,46.83393,38.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50778,80198,1/7/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/4/2018,1/5/2018,Morning Consult,"",1988,rv,.4663536,.0127364,44,36,48.41854,36.69255,"","",https://morningconsult.com/wp-content/uploads/2018/01/180102_crosstabs_POLITICO_v1_AP-2.pdf,50770,80176,1/6/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/3/2018,1/7/2018,Ipsos,A-,1336,rv,.1228925,.003695,42.1,34.2,46.73393,38.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50777,80197,1/8/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/4/2018,1/8/2018,Ipsos,A-,1345,rv,.1233434,.0041339,43.9,33.5,48.53394,37.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50776,80196,1/9/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/5/2018,1/9/2018,Ipsos,A-,1369,rv,.1250945,.0046303,43.1,34.8,47.73393,38.78646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50793,80219,1/10/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/5/2018,1/9/2018,Quinnipiac University,A-,1106,rv,.9780445,.0429095,52,35,49.49424,35.08029,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2512,50782,80209,1/10/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/6/2018,1/10/2018,Ipsos,A-,1320,rv,.1201481,.0048735,43,34.7,47.63393,38.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50792,80218,1/11/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/5/2018,1/11/2018,McLaughlin & Associates,C-,1000,lv,.6773498,.0338264,45,42,46.94478,39.53972,"","",http://mclaughlinonline.com/2018/01/15/monthly-national-survey-results-january/,50796,80232,1/12/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/7/2018,1/11/2018,Ipsos,A-,1324,rv,.120003,.0053,43.3,33.4,47.93393,37.38647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50791,80217,1/12/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/8/2018,1/9/2018,YouGov,B,1312,rv,.5354086,.0240346,44,37,49.41242,40.31927,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wtt95as3fo/econTabReport.pdf,50781,80205,1/10/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/6/2018,1/11/2018,Greenberg Quinlan Rosner (Democracy Corps),B-,720,lv,1.035978,.0735941,48,40,47.16024,38.74848,"","",http://www.democracycorps.com/attachments/article/1079/Dcorp%20National%20Phone%20Pre-Test%20011118%20FQ_for%20release.pdf,50843,80346,1/12/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/8/2018,1/10/2018,Marist College,A,1092,rv,1.848011,.1177043,46,40,45.84758,40.27792,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180108_PBS_NPR/NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Trump_January%202018.pdf#page=3,50810,80263,1/11/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/8/2018,1/11/2018,Emerson College,B,600,rv,.9293153,.0710952,45.2,40.3,45.32635,39.23007,"","",http://www.emerson.edu/communication-studies/emerson-college-polling-society/latest-polls,50787,80216,1/12/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/8/2018,1/12/2018,Ipsos,A-,1409,rv,.1271496,.0060805,42.6,36.1,47.23393,40.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50803,80247,1/13/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/9/2018,1/13/2018,Ipsos,A-,1354,rv,.1216497,.0062687,40.9,35.9,45.53394,39.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50802,80246,1/14/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/10/2018,1/14/2018,Ipsos,A-,1253,rv,.1120578,.0061974,41,35.2,45.63393,39.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50801,80245,1/15/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/11/2018,1/15/2018,Ipsos,A-,1299,rv,.1155709,.0068384,41.1,35.1,45.73393,39.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50800,80244,1/16/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/10/2018,1/15/2018,Pew Research Center,B+,1215,rv,1.705481,.1584327,53,39,50.82029,39.13123,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/01/18151440/1-18-2018-Political-report-topline-for-release-FOR-STITCH.pdf,50812,80267,1/16/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/11/2018,1/16/2018,Morning Consult,"",1993,rv,.3948588,.0254575,41,38,45.41854,38.69255,"","",https://morningconsult.com/wp-content/uploads/2018/01/180108_crosstabs_POLITICO_v1_AP-1.pdf,50805,80254,1/17/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/12/2018,1/16/2018,Ipsos,A-,1309,rv,.1157954,.0073107,40.3,37,44.93393,40.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50822,80284,1/17/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/12/2018,1/16/2018,Quinnipiac University,A-,1212,rv,1.031337,.0776407,50,39,47.49424,39.08029,"","",https://poll.qu.edu/images/polling/us/us01182018_udfn34.pdf/,50807,80265,1/17/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/13/2018,1/17/2018,NBC News/Wall Street Journal,A-,765,rv,1.325197,.1312261,49,43,48.12515,41.34679,"","",https://www.scribd.com/document/369546604/18033-NBCWSJ-January-Poll-1-19-18-Release,50816,80296,1/18/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/14/2018,1/16/2018,YouGov,B,1309,rv,.5349402,.0356666,42,36,47.41242,39.31927,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gcv50vr08k/econTabReport.pdf,50806,80257,1/17/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/13/2018,1/17/2018,Ipsos,A-,1258,rv,.1105267,.0074323,40.3,35.2,44.93393,39.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50821,80283,1/18/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/14/2018,1/18/2018,CNN/SSRS,"",913,rv,1.228174,.116321,49,44,46.1047,42.76215,"","",http://cdn.cnn.com/cnn/2018/images/01/21/democrats.2018.poll.cnn.pdf,50823,80293,1/19/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/14/2018,1/18/2018,Ipsos,A-,1261,rv,.1099891,.0078607,41.5,35.6,46.13393,39.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50820,80282,1/19/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/15/2018,1/18/2018,ABC News/Washington Post,A+,515,lv,1.068604,.1313145,54,40,51.93901,39.05416,"","",http://www.langerresearch.com/wp-content/uploads/1194a32018Midterms.pdf,50826,80328,1/19/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/15/2018,1/19/2018,Ipsos,A-,1318,rv,.1141137,.0094634,40.9,35.7,45.53394,39.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50837,80310,1/20/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/16/2018,1/20/2018,Ipsos,A-,1776,rv,.1526507,.0144319,41.5,35.1,46.13393,39.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50836,80309,1/21/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/17/2018,1/21/2018,Ipsos,A-,2175,rv,.1857283,.0197365,41.2,34.8,45.83393,38.78646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50835,80308,1/22/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/18/2018,1/20/2018,Morning Consult,"",1994,rv,.3786953,.0413979,42,37,46.41854,37.69255,"","",https://morningconsult.com/wp-content/uploads/2018/01/180111_crosstabs_POLITICO_STANDARD_v1_DK-1.pdf,50870,80406,1/21/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/18/2018,1/22/2018,Ipsos,A-,2360,rv,.2003327,.0236664,41.4,35.1,46.03394,39.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50834,80307,1/23/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/19/2018,1/23/2018,Quinnipiac University,A-,1245,rv,1.065966,.1563814,51,38,48.49424,38.08029,"","",https://poll.qu.edu/images/polling/us/us01242018_ufks28.pdf/,50840,80327,1/24/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/20/2018,1/21/2018,Morning Consult,"",1997,rv,.3818208,.0502462,43,37,47.41854,37.69255,"","",https://www.politico.com/f/?id=00000161-1fa8-d52c-abe3-7feac7e60002,50831,80304,1/22/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/19/2018,1/23/2018,Ipsos,A-,2442,rv,.2065214,.02684,42.1,35.3,46.73393,39.28646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50851,80356,1/24/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/21/2018,1/23/2018,YouGov,B,1297,rv,.5342762,.0727796,41,37,46.41242,40.31927,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sqnlgzhr9l/econTabReport.pdf,50839,80326,1/24/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/20/2018,1/24/2018,Ipsos,A-,2480,rv,.2093685,.0296746,42.3,34.7,46.93393,38.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50850,80355,1/25/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/21/2018,1/23/2018,Fox News,A,1002,rv,1.739353,.3319676,44,38,43.90698,38.12641,"","",https://andersonrobbins.com/wp-content/uploads/2018/01/012418_national_january-24-release.pdf,50844,80337,1/24/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/21/2018,1/25/2018,Ipsos,A-,1960,rv,.1654813,.0253901,41.5,35.2,46.13393,39.18647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50849,80354,1/26/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/22/2018,1/26/2018,Ipsos,A-,1480,rv,.1250946,.0206547,42.1,35.7,46.73393,39.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50859,80375,1/27/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/23/2018,1/27/2018,Ipsos,A-,1562,rv,.132212,.0233817,42.7,34.7,47.33393,38.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50858,80374,1/28/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/24/2018,1/25/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,1.051108,.2434793,45,37,45.02743,36.9614,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,50853,80361,1/26/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/24/2018,1/28/2018,Ipsos,A-,1510,rv,.128055,.0241524,42.2,33.9,46.83393,37.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50857,80373,1/29/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/25/2018,1/29/2018,Ipsos,A-,1478,rv,.1256512,.0251762,42.3,35.5,46.93393,39.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50856,80372,1/30/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/26/2018,1/30/2018,Ipsos,A-,1522,rv,.1297837,.0275293,41.8,36,46.43393,39.98647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50869,80402,1/31/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/28/2018,1/30/2018,YouGov,B,1265,rv,.531017,.1140555,42,37,47.41242,40.31927,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/81kgdte5zw/econTabReport.pdf,50861,80383,1/31/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/25/2018,2/2/2018,IBD/TIPP,A-,900,a,1.502865,.429848,46,41,46.21562,40.56945,"","",https://www.investors.com/politics/tax-cut-popularity-surges-trump-approval-2018-elections/,50874,80412,2/3/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/28/2018,1/30/2018,Monmouth University,A+,711,rv,1.514978,.4316693,47,45,46.40623,44.16661,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_013118/,50862,80386,1/31/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/27/2018,1/31/2018,Ipsos,A-,1606,rv,.1374386,.0307675,42.2,35.1,46.83393,39.08646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50868,80401,2/1/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/28/2018,2/1/2018,Ipsos,A-,1348,rv,.11585,.0272932,39.9,35.9,44.53394,39.88647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50867,80400,2/2/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/30/2018,2/1/2018,SurveyMonkey,C-,4424,a,1.18207,.3702337,45,39,45.71265,39.40326,"","",http://msnbcmedia.msn.com/i/MSNBC/Components/NBCNewsSurveyMonkeySOTUPollToplinesMethodology.pdf,50865,80391,2/1/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/29/2018,2/2/2018,Ipsos,A-,1317,rv,.1136903,.0281244,39.9,35.7,44.53394,39.68647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50879,80425,2/3/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/30/2018,2/3/2018,Ipsos,A-,1870,rv,.1621456,.0420442,43.1,34.5,47.73393,38.48647,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50878,80424,2/4/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,1/31/2018,2/4/2018,Ipsos,A-,2422,rv,.2110852,.0572597,42.6,34.6,47.23393,38.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50877,80423,2/5/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,2/1/2018,2/4/2018,Morning Consult,"",1985,rv,.4203294,.1113676,42,38,46.41854,38.69255,"","",https://morningconsult.com/wp-content/uploads/2018/02/180126_crosstabs_POLITICO_v1_DK-2.pdf,50881,80435,2/5/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,2/1/2018,2/5/2018,Ipsos,A-,2582,rv,.2265106,.064134,42.2,35.6,46.83393,39.58646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50876,80422,2/6/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,2/2/2018,2/5/2018,Quinnipiac University,A-,1333,rv,1.282992,.4018926,49,40,46.49424,40.08029,"","",https://poll.qu.edu/images/polling/us/us02072018_uefy24.pdf/,50883,80437,2/6/2018,18:00:11  2 Mar 2018
All polls,3/2/2018,2/2/2018,2/6/2018,Ipsos,A-,2630,rv,.231987,.0685966,42.4,36.3,47.03394,40.28646,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50890,80447,2/7/2018,18:00:11  2 Mar 2018
